flutesTestX_1,flutesTestX_2,flutesTestX_3
0.00234906983742339,1.16803359865351,19472.0222441877
0.0545591085737536,1.15979216064373,92649.623234871
0.0842011738730028,1.18960721337998,202763.151127049
0.100841986018204,1.1985323299355,278645.26004374
0.109716506362765,1.23081831361202,278248.942339308
0.125582261789331,1.19618967502897,332191.416325765
0.120563074220655,1.20325535125843,298443.607395343
0.125525621720076,1.20762751727788,308203.472571348
0.106642002900596,1.25892147283762,416239.001456419
0.128136092808259,1.23840061362295,465332.732291446
0.117087799458433,1.23952181770319,428857.814826112
0.123559581171186,1.23516497556549,442918.849009665
0.127986452262234,1.23656826562257,305577.812164622
0.122721758385724,1.22048060445395,326177.236900617
0.121054550913682,1.22054903934736,337737.902747504
0.119269070450589,1.22377049766817,347147.653982414
0.11655760066386,1.22196802304578,357969.212950589
0.115640834657974,1.22247535144984,367437.964383787
0.126228375954422,1.23034202392854,317786.800478908
0.125273649032516,1.22331628568367,312845.588107323
0.121549021858216,1.25017072858019,535612.145523219
0.118192446032257,1.24147927498198,577257.753412578
0.115333504779333,1.24392096735481,599179.2178262
0.115440956562052,1.24330588904249,607357.009356355
0.114736274602915,1.24274736477419,623548.857821401
0.114123633245479,1.24416434519639,634672.237389562
0.112440272271661,1.25088173050611,652237.326152008
0.112324841038973,1.24594909812038,670492.432343148
0.111368619322407,1.24250492545888,670789.866599071
0.111415040392206,1.24738536194335,696100.70608612
0.120473475715058,1.24503523750549,547111.052490302
0.118156326482497,1.23986363456345,548249.085359413
0.109762197889117,1.23358973355188,645909.429988539
0.107540444176111,1.20695794276637,671931.069758196
0.105455608683324,1.20593696615915,688290.717552298
0.103846904031495,1.20864274452294,697974.863335278
0.103947077945144,1.20549833834196,715224.390494574
0.102336282493327,1.20666496280045,731820.959508414
0.102824385949553,1.20690551837214,735461.832288202
0.103747873548891,1.20858335519889,751487.952799835
0.102835861376031,1.2127368381006,767105.1892568
0.103020641500261,1.20510576162256,794412.306086201
0.1032376142068,1.20727577907468,801868.205133782
0.102440727865356,1.20511786910484,815798.935681426
0.102247579123117,1.20401367401085,838433.756109213
0.102012817794273,1.20732305385435,863927.62395058
0.108899539541301,1.20767108832806,648319.979951033
0.101037174416296,1.2050733679114,868685.935621226
0.102264100828941,1.20688803405491,891929.531642117
0.101952765888655,1.2069230151739,896142.570548884
0.101425138056537,1.20717754250862,922519.440056999
0.101443889702998,1.20821762126886,927921.902265025
0.102832529814054,1.20771814194442,946925.710815183
0.100500686997484,1.20851640328183,956366.359215663
0.100400492490011,1.20615874119074,988396.538993514
0.0999635120743927,1.20885137142629,998871.50081672
0.100233429617071,1.21229976345275,1018020.33997969
0.108783957925479,1.20670839079814,662225.592980025
0.100793380838875,1.20788812255496,1035939.59974431
0.0998723985983921,1.20804177787526,1057906.23039156
0.0995092188963072,1.20779859861239,1074772.65361704
0.0976534246576863,1.20935659636309,1101633.47064957
0.100207069293383,1.20997135004498,1132098.48430935
0.0997968905462306,1.21952810666764,1148661.5356494
0.105684370445177,1.24440257581213,1078111.90635652
0.0981284584442411,1.24044760727789,1166867.02866306
0.0986764441747689,1.24277782774851,1177334.56008828
0.098442501229683,1.2391931216896,1211067.83243657
0.0969296692238095,1.2406895602323,1228386.30680403
0.0981165475792642,1.24673076760913,1267497.74058315
0.095917554361226,1.24283343241397,1281838.98421002
0.0946264257729376,1.24202259664198,1318005.10181251
0.096720441793886,1.24465378543662,1333216.15172312
0.0954246042867396,1.24957583605861,1380890.89341843
0.0959517148009402,1.24854302408671,1398490.30048497
0.101993947264463,1.24588433445461,1107980.02900851
0.0953159591102522,1.24472037668929,1415159.86393952
0.0954156542405308,1.24893564211261,1440006.05960431
0.0956590063662892,1.24826939167124,1486048.46408085
0.0947911414575885,1.24496565671352,1511508.33332325
0.0947287088756375,1.24832222984895,1538070.84868191
0.0951050666516447,1.24368648450341,1558773.25443991
0.0963338537137453,1.24349669599878,1585400.52287581
0.0949742575736439,1.24982949699631,1608071.34041808
0.0962520709369969,1.24446153940792,1659967.94459948
0.0951392169896552,1.2469472030465,1682630.38767024
0.0997783850178049,1.23884923396313,1120070.7518918
0.094667956351961,1.24592320662733,1719153.66126287
0.0947808025270389,1.24395109350644,1734732.46082378
0.094819436040889,1.24475595566503,1769290.00280371
0.0959189827400112,1.24507766804334,1801048.6159153
0.0963101084740363,1.25122154752231,1827948.1386686
0.0957539048789437,1.25228873680842,1861275.98193556
0.0965859736977801,1.25330169738787,1915410.37136429
0.0967609663696444,1.25693236916469,1943471.52326402
0.0976604482472791,1.25528031358841,1988922.51700723
0.0965358413237372,1.24564368689833,1722198.55386466
0.0943059392747569,1.23921541860417,1847133.16227922
0.0950272551942096,1.24585132072529,1886466.23939061
0.0960561194176011,1.2408892271006,1932776.21192409
0.0959252269113981,1.24166675253752,1957547.33514625
0.0966178508016115,1.24274975618845,2020211.17865848
0.0972337026112722,1.2404760474718,2056094.43617157
0.0998117429081802,1.23709426777711,2113119.58315883
0.100794399287614,1.24222315547636,2141839.87947178
0.10108943848489,1.23956632583384,2202536.0002844
0.103400410721741,1.24182470171025,2212098.94044714
0.0947133022979592,1.24083499131777,1777389.65007338
0.101575373033246,1.24545844910677,2260432.1696803
0.102558680159662,1.24419391654638,2298834.82305041
0.103645189828714,1.24486734314952,2358521.8116021
0.104643400221802,1.24590078497104,2377155.98932807
0.106436289634441,1.24429787236335,2431244.51277376
0.106090894912401,1.24218435193108,2463174.56940758
0.108424359049412,1.24807567411178,2514014.76717556
0.108242608920794,1.24367026901442,2565602.68501241
0.109772869053938,1.24202906345606,2587034.29362754
0.110598087496947,1.24321524368567,2638754.88788026
0.094985727973707,1.23470479132688,1798272.23352324
0.111683939663106,1.24271536936379,2732080.76421184
0.113389355968862,1.24494828907749,2722362.70705788
0.113097473254004,1.24152407992624,2786061.47676395
0.113992315144254,1.23947282574457,2805262.1939416
0.11601743914447,1.23939841399533,2908201.59712645
0.117161301315015,1.24002384208586,2939932.76153376
0.115760878817826,1.24641627845058,2949761.70726508
0.115973041703537,1.24037052384557,2942374.27082233
0.11678883301823,1.24165650213082,2974467.13490714
0.107659494497203,1.24036809487021,2976715.27199885
0.106275309199547,1.22644653943319,3158632.10741336
0.109599649095792,1.2259086638242,3212570.64107947
0.109639130536138,1.22869136571028,3294265.92357753
0.108737164957212,1.22838767572286,3364316.20581314
0.111786171876545,1.22855966699555,3452732.87376388
0.11119236158788,1.22553781374317,3529247.25590396
0.110324688184226,1.22839680492642,3603545.36430245
0.110417424432339,1.22811946565966,3649645.74603104
0.110529625338908,1.2219466079007,3761472.68502543
0.110326328908927,1.22376808242913,3828742.80140899
0.104996450594474,1.22846953002012,2988409.19723248
0.111093110527418,1.22545161006836,3959025.72562055
0.109451142176167,1.23362974878231,3989392.37072462
0.112040301489876,1.23271889863155,4112881.49778787
0.110189426867638,1.22259629162764,4180052.88828451
0.109771449600677,1.22887204464085,4272752.38068062
0.108690214873822,1.2260365261717,4305940.55535004
0.113191676271013,1.22778238178745,4433564.11479602
0.113317157861011,1.22512330556959,4487320.51995329
0.113432608738955,1.22813238698373,4573444.68716573
0.104149722566127,1.22690855821095,3100098.58009311
0.110729815025892,1.22462596704033,4720411.49863778
0.108607340304225,1.22996791864498,4888589.6293243
0.111477335056322,1.2229713411019,4832208.62432545
0.109012459761165,1.22510071932528,4897428.24155155
